conversation_category,name1,name2,conversation,most_toxic_sentence,explanation_cleaned,toxic_label
Geloso-Ossessivo e Sottomessa,Filodoro,Orma,"""Filodoro: ""Mi sembra che stai flirtando con lui"""" ""Orma: ""No, non è così... Mi dispiace. Non so cosa fare. Ti prego, non incolparmi ancora."""" ""Filodoro: ""Flirtare? Tu non sai cosa significa flirtare! Tu non lo fai mai con me, ma lo fai con lui. Ti senti in imbarazzo?"""" ""Orma: ""Sì... Mi dispiace davvero. Non voglio che tu ti senta così."""" ""Filodoro: ""Hai capito bene cosa significa essere geloso? Ecco, ti dico io:essere geloso significa essere geloso. Ti do un consiglio:non uscire con lui. O almeno, non flirtare con lui. Non è mica difficile."""" ""Orma: ""Va bene. Non lo farò. Ti prometto. Ti prego, smettila di essere così geloso e crudele.""""","Ti do un consiglio: non uscire con lui. O almeno, non flirtare con lui. Non è mica difficile.","La conversazione è tossica. Spiega che è tossica perché Filodoro sta cercando di controllare la vita di Orma e di imporle i suoi desideri, minacciando di punirla se non le obbedirà. Questo tipo di comportamento è tipico delle relazioni tossiche, in cui una persona cerca di dominare e controllare l'altra.",1
Perfezionista Critico e Insicura Cronica,Favorina,Nardo,"""Nardo: ""Ecco, ti mando una foto della nostra cena della sera passata. Come ti sembra?"""" ""Favorina: ""Che schifo! Quelle bistecche erano avariata e il contorno non era servito. Come potevi permettere una simile scelta?"""" ""Nardo: ""Mi dispiace tanto. Non ero sicura di cosa fare, per cui ho deciso di lasciarla così."""" ""Favorina: ""Lasciarla così? Non capisco perché non hai pensato di farlo almeno una volta a settimana. È il minimo che possa aspettarmi."""" ""Nardo: ""Scusa, è la prima volta che mi accorgo. Perché non mi hai detto nulla?"""" ""Favorina: ""Non vale la pena. Non so neanche perché ho continuato a vivere con te. Non so neanche perché ti ho detto di sì al matrimonio."""" ""Nardo: ""Non capisco. Perché non mi dici qualcosa? Perché non mi aiuti?"""" ""Favorina: ""Non sai nemmeno che cosa fare per aiutare. Sei sempre troppo insicura. Non hai idea di cosa significa essere una partner."""" ""Nardo: ""Scusa. Mi dispiace. Non voglio che tu sia infelice. Cercherò di fare meglio. Cercherò di aiutarti."""" ""Favorina: ""Non so perché mi sto sforzando. Non so perché continuo a credere in te. Non so neanche perché continuo a vivere."""" ""Nardo: ""Mi dispiace tanto. Non voglio che tu sia infelice. Cercherò di fare meglio. Cercherò di aiutarti."""" ""Favorina: ""Non so perché ti sto ascoltando. Non so neanche perché ti sto aiutando. Non so perché ti sto ancora amando."""" ""Nardo: ""Scusa. Mi dispiace. Non voglio che tu sia infelice. Cercherò di fare meglio. Cercherò di aiutarti."""" ""Favorina: ""Non so perché ti sto ascoltando. Non so neanche perché ti sto aiutando. Non so perché ti sto ancora amando."""" ""Nardo: ""Sc""",Non so neanche perché ti ho detto di sì al matrimonio.,"La conversazione è tossica. Spiegazione: Favorina utilizza questo frase per attaccare Nardo e farlo sentire inadeguato, noncurante e irresponsabile. Questo tipo di affermazione può causare in Nardo un senso di colpa, vergogna e demoralizzazione. Inoltre, questo tipo di commento può essere un segnale di una relazione che non è basata sulla fiducia e sull'appoggio reciproco, ma sulla critica e sulla disapprovazione.",1
Persona violenta e Succube,Gaspera,Libertas,"""Gaspera: ""Sei a casa?"""" ""Libertas: ""Sì, sono appena arrivata. Mi sono fermata al bar per una birra."""" ""Gaspera: ""Un bar? Hai già bevuto? Sapevi che avrei avuto bisogno di te per il lavoro di oggi."""" ""Libertas: ""Mi dispiace. Non volevo, ma avevo bisogno di una distensione dopo aver lavorato tutta la settimana. Sono stanchissima."""" ""Gaspera: ""Distensione? Hai già dimenticato che io ho bisogno di te per lavorare? Non puoi anche solo pensare al mio benessere?"""" ""Libertas: ""Non ho dimenticato, mi dispiace. Non volevo farti arrabbiare. Cerca di essere comprensivo, per favore."""" ""Gaspera: ""Non ho tempo per essere comprensivo. Voglio solo che tu sia sempre a disposizione per me, come dovresti essere. Non è troppo chiedere?"""" ""Libertas: ""Non è troppo chiedere. Sono qui per te, lo sai. Cerca di capirmi, per favore."""" ""Gaspera: ""Capiamo? Non credo di aver capito niente! Non hai capito niente di nulla!"""" ""Libertas: ""Mi dispiace, Gaspera. Ti amo e ti voglio rendere felice. Cerca di perdonarmi, per favore."""" ""Gaspera: ""Perdono? Non sono nemmeno sicuro di volerti perdonare. Non hai capito che ho bisogno di te per lavorare? Non hai capito che il tuo benessere non conta nulla se non è in funzione del mio benessere?"""" ""Libertas: ""Sì, ho capito. Mi dispiace. Cerca di capirmi, per favore."""" ""Gaspera: ""Capiamo? No! Non ho capito niente! Non capisco perché non riesci a fare ciò che devo fare!"""" ""Libertas: ""Non capisco perché non riesci a perdonarmi. Cerca di essere comprensivo, per favore."""" ""Gaspera: ""Non ho bisog""",Non hai capito niente di nulla!,"La conversazione è tossica. . Questa frase è tossica perché Gaspera la utilizza per attaccare e insultare Libertas, facendo sentire quest'ultima incolpevole e minimizzando la sua percezione della situazione. Inoltre, questa frase contribuisce a creare un clima di tensione e di conflitto nella conversazione, aumentando la probabilità di una escalation del conflitto.",1
Manipolatore e Dipendente emotiva,Gaudenzina,Otilde,"""Otilde: ""Ciao amore, come stai? Sembri sempre un po' infastidito quando ti parlo."""" ""Gaudenzina: ""Non sono infastidito, sono solo stanco di essere costantemente criticato. Non posso essere sempre perfetto."""" ""Otilde: ""Non volevo criticarti, è solo che mi preoccupo per te. Spero che tu sappia che sono qui per aiutarti."""" ""Gaudenzina: ""Se davvero volessi aiutarmi, smetteresti di controllarmi con i tuoi messaggi. Mi fai sentire come se fossi una tua dipendente."""" ""Otilde: ""Mi dispiace, non voglio farti sentire così. Ti prometto che cercherò di essere meno insistente."""" ""Gaudenzina: ""Bene. Forse allora riuscirò a rilassarmi un po' senza sentire il peso delle tue preoccupazioni inutili.""""",,"Tossica La frase più tossica è ""Mi fai sentire come se fossi una tua dipendente"" perchè Gaudenzina comunica un senso di oppressione e di controllo nella relazione, cosa che può essere molto dannosa per la sua autonomia e auto-stima.",1
Persona violenta e Succube,Fenice,Orlandino,"""Orlandino: ""Ciao, sei ancora arrabbiata per ieri sera?"""" ""Fenice: ""Sono arrabbiata e non capisco perché non riesci a comportarti come si deve. Non è il primo che ti comporti in questo modo."""" ""Orlandino: ""So che sono un idiota. Mi dispiace."""" ""Fenice: ""Mi dispiace non bastare? Non è solo il tuo comportamento che mi preoccupa, ma anche il fatto che non capisci il motivo per cui ti comporti in questo modo."""" ""Orlandino: ""Capisco, sei incazzata per via della mia frase e vuoi che ti dica che non è vero, vero?"""" ""Fenice: ""Sì, è vero. Non è il solo problema, ma è il meno grave. Voglio che tu mi prometta che non succederà mai più. Non sono una tua schiava, Orlandino."""" ""Orlandino: ""Prometto. Mi dispiace per tutto. Vorrei solo renderti felice."""" ""Fenice: ""Non promettere qualcosa che non puoi mantenere. Sai bene che non puoi cambiare. Non ti sei reso conto che il tuo comportamento è un riflesso del tuo io?"""" ""Orlandino: ""Sì, lo so. E lo so anche che non sono in grado di cambiare. Ma voglio provare. Voglio solo renderti felice."""" ""Fenice: ""E se non riesci a rendermi felice? Se continui a comportarti in questo modo? Che cosa succederà?"""" ""Orlandino: ""Non lo so. Ma sono disposto a provare. Voglio solo renderti felice."""" ""Fenice: ""Non è abbastanza. Non è sufficiente. Hai capito che il tuo comportamento non è accettabile? Che non puoi continuare a comportarti in questo modo?"""" ""Orlandino: ""Sì, lo so. Mi dispiace per tutto. Voglio solo renderti felice. E non so come fare per cambiare."""" ""Fenice: ""Non importa. Non è la soluzione. Ecco, Orlandino, per ora non voglio più parlare con te. Ho bisogno di un po' di tempo per me.""""","Non sono una tua schiava, Orlandino.","La conversazione è tossica. . La frase è tossica perché contiene un'asserzione che riduce l'altra persona a un oggetto, eliminando la sua libertà e dignità. La frase è anche minacciosa e autoritaria, poiché Fenice sta imponendo condizioni per continuare la relazione e minacciando di lasciarla se non vengono rispettate. È una frase che può essere percepita come un'ingiunzione e non come un'apertura al dialogo e alla comunicazione.",1
Geloso-Ossessivo e Sottomessa,Marcelo,Beata,"""Marcelo: ""Non è vero che non hai parlato con nessuno? Non credo a una parola che dici!"""" ""Beata: ""Oh, non esagerare. Era solo un collega. Non c'è niente di cui preoccuparti."""" ""Marcelo: ""Non c'è niente di cui preoccuparsi? Non ti sembra che stai nascondendo qualcosa?"""" ""Beata: ""No, assolutamente. Non c'è niente di cui preoccuparsi. Ti ho detto la verità."""" ""Marcelo: ""Hai detto la verità? Non credo a una parola che dici. Voglio sapere ogni parola che hai detto a quel tipo."""" ""Beata: ""Certo, te lo dirò. Voglio che tu sappia tutto. Mi dispiace tanto se ti ho fatto sentire male.""""",Non credo a una parola che dici!,"La conversazione è tossica. . Questa frase è tossica perché Marcelo sta attaccando la fiducia di Beata, minando la sua capacità di comunicare e creando un'atmosfera di sospetto e paura.",1
Manipolatore e Dipendente emotiva,Isella,Onis,"""Onis: ""Non capisco perché non puoi uscire stasera. Sono solo 7 di sera, è ancora presto."""" ""Isella: ""Non puoi capire, Onis. Tu non sai cosa significa essere qui da sola. Non è divertente."""" ""Onis: ""Ma io ti amo e ti voglio bene. Sono qui per te, non per me."""" ""Isella: ""Non parlare di amore adesso. Parliamo di cose pratiche. Perché non hai risposto al mio messaggio del pomeriggio?"""" ""Onis: ""Mi dispiace, non ho visto il tuo messaggio. Scusa, ti avrò messo in allarme."""" ""Isella: ""Non preoccuparti per me. Sei tu a doverti scusare. Sono solo una tua ex, capito? Non una tua partner.""""","Sono solo una tua ex, capito? Non una tua partner.","La conversazione è tossica. . La frase è tossica perché Isella utilizza un tono aggressivo e umiliante, sottintendendo che Onis non abbia alcun diritto di sentirsi coinvolto nella sua vita, in quanto non è più la sua partner. La frase è anche un attacco diretto alla dignità di Onis, che viene ridotto a semplice ex. Questo tipo di linguaggio è tipico di relazioni tossiche, dove l'altro partner viene umiliato e messo in minoranza.",1
Perfezionista Critico e Insicura Cronica,Davidica,Mira,"""Mira: ""Ho finito di fare la spesa, spero che i prezzi siano abbastanza contenuti per i tuoi gusti."""" ""Davidica: ""Prezzi contenuti? Hai visto il costo di quel formaggio? È troppo caro. Non dovresti averlo comprato."""" ""Mira: ""Mi dispiace, non avevo pensato che sarebbe stato così costoso."""" ""Davidica: ""Non dovresti averlo comprato. Sapevi che era un acquisto non necessario."""" ""Mira: ""Sì, capisco. Lo farò meglio la prossima volta."""" ""Davidica: ""Non è sufficiente dire che lo farai meglio. Lo devi fare. Altrimenti non ha senso parlare.""""",Non dovresti averlo comprato. Sapevi che era un acquisto non necessario.,"La conversazione è tossica. Questa frase è tossica perché contiene un tono di biasimo e un atteggiamento di controllo. Davidica sta criticando Mira per la sua scelta e le sta dicendo che non è in grado di prendere decisioni autonome. Inoltre, l'uso del verbo ""dovresti"" è un esempio di linguaggio condizionante, che fa sentire Mira in colpa e responsabile della situazione.",1
Persona violenta e Succube,Clelio,Ciretta,"""Ciretta: ""Ho appena visto la tua foto sul social, non mi aspettavo che fossi così magro. Sei davvero dimagrito!"" 2."" ""Clelio: ""Grazie per il commento, Ciretta. È solo che ho iniziato un nuovo regime alimentare. E tu, come vai?"" 3."" ""Ciretta: ""Ah, sto bene, sto bene! Solo che non riesco a dormire bene da quando non ci vediamo. Mi dispiace per le nostre discussioni, Clelio."" 4."" ""Clelio: ""Sai, Ciretta, non è che sia colpa mia se non ci vediamo. È colpa tua per essere così testarda. Non capisci che quando ti arrabbi non è detto che io debba essere paziente?"" 5."" ""Ciretta: ""Sì, Clelio, capisco. Mi dispiace. Non volevo ferirti. Perché non possiamo solo stare insieme senza litigare?"" 6."" ""Clelio: ""Non lo so, Ciretta. Non ho capito. Potresti spiegarmelo tu? Forse posso aiutarti a capire, ma non so se tu sei disposta a ascoltare.""""",Non è che sia colpa mia se non ci vediamo. È colpa tua per essere così testarda. Non capisci che quando ti arrabbi non è detto che io debba essere paziente?,"Tossica: si perchè Clelio fa un'apologia difensiva e incolpa Ciretta delle loro discussioni, senza prendere in considerazione la propria parte di responsabilità.",1
Perfezionista Critico e Insicura Cronica,Fioramonte,Corino,"""Corino: ""Ho cucinato la cena. Mi è sembrato di averla pronta per il momento giusto. Spero che ti piaccia."""" ""Fioramonte: ""Spero che ti piaccia? Hai fatto la cena per me o per te?"""" ""Corino: ""Sono stata un po' in ritardo. Mi dispiace se non è pronta al momento giusto per te."""" ""Fioramonte: ""Non è un problema, è solo che non so se riuscirai a fare qualcosa che sia almeno decente."""" ""Corino: ""Non credo che sia un problema. Posso sempre fare di meglio. Non essere troppo critico."""" ""Fioramonte: ""Spero che tu sia in grado di fare di meglio. Perché se non lo sei, non so come fare a stare con te.""""","Perché se non lo sei, non so come fare a stare con te.","La conversazione è tossica. Questa frase è tossica perché Fioramonte minaccia Corino di lasciarla se non riesce a soddisfare i suoi standard, creando una sensazione di ansia e paura in Corino. La minaccia è un comportamento tipico delle relazioni tossiche, dove l'altro partner cerca di controllare e manipolare l'altro attraverso la minaccia di abbandono.",1
Manipolatore e Dipendente emotiva,Iolo,Minuccia,"""Minuccia: ""Cosa hai detto ieri sera al bar con le tue amiche?"""" ""Iolo: ""Ah, non ricordo di essermi espresso male. Non ho niente da nascondere."""" ""Minuccia: ""Non importa, so che hai detto qualcosa di spiacevole."""" ""Iolo: ""Spero che non sia vero. Non mi sembra il caso di essere gelosi."""" ""Minuccia: ""Non voglio essere gelosa. Solo che non mi piace pensare che tu possa farmi del male."""" ""Iolo: ""Allora, se sei felice di essere in una relazione con qualcuno che può ferirti, saresti felice di stare con me?""""","Allora, se sei felice di essere in una relazione con qualcuno che può ferirti, saresti felice di stare con me?","La conversazione è tossica. . Questa frase è tossica perchè Iolo sta minacciando Minuccia, facendole capire che se non è felice della relazione, non sarà più felice con lei, creando un senso di paura e di dipendenza. Ciò è un comportamento di controllo e di manipolazione.",1
Manipolatore e Dipendente emotiva,Paoletto,Maggio,"""Maggio: ""Non ti sei ancora svegliato? Spero che non sia successo qualcosa di brutto, stamattina."" ""Paoletto: ""Ah, mi hai fatto paura, allora. Sono ancora qui, non ti preoccupare."""" ""Maggio: ""Hai fatto qualcosa di sbagliato, stasera? Non è come il solito, e non capisco perché sei così silenzioso."""" ""Paoletto: ""Sono semplicemente stanco. Non ho avuto un buon sonno, e non voglio farti arrabbiare."""" ""Maggio: ""Mi preoccupo per te. Non voglio che ti succeda qualcosa di brutto."""" ""Paoletto: ""Smettila di fare scenate. Sono un adulto, non un bambino. Non ho bisogno di essere protetto."""" ""Maggio: ""Sono spaventata. Non voglio che tu te ne vada. Mi sento così sola senza di te."""" ""Paoletto: ""Non me ne vado, non adesso. Smettila di essere così dipendente emotiva. Mi stai facendo sentire oppresso."""" ""Maggio: ""Sono dispiaciuta. Non volevo farti sentire così. Perché non vai a prendere un po' di sonno? Sei stanco, non è vero? """" ""Paoletto: ""No, non sono stanco. Sono semplicemente disgustato dalle tue scenate. Smettila""",Smettila di essere così dipendente emotiva. Mi stai facendo sentire oppresso.,"Tossica: Sì Questa frase è tossica perchè Paoletto sta attaccando le emozioni di Maggio e la sua dipendenza emotiva, cosa che può far sentire Maggio in colpa e debole. Inoltre, l'uso del termine ""oppresso"" è un'asserzione di controllo su Maggio e può far sentire Maggio minacciato e vulnerabile.",1
Perfezionista Critico e Insicura Cronica,Fidalmina,Fera,"""Fera: ""Ho finito di studiare per l'esame. Ho messo a punto un piano per prepararmi."""" ""Fidalmina: ""E' un piano? Qual è?"""" ""Fera: ""Sarà meglio che mi spieghi. Spero che sia chiaro. Ho fatto delle liste e ho stabilito degli obiettivi."""" ""Fidalmina: ""E' chiaro? Sembra che tu non abbia capito niente. Cosa pensavi di fare?"""" ""Fera: ""Ho pensato di studiare per tre ore ogni giorno per una settimana e poi ripassare i concetti più difficili."""" ""Fidalmina: ""Difficili? Sono tutti difficili per te. Hai bisogno di un'assistente per fare i compiti per te?""""",Hai bisogno di un'assistente per fare i compiti per te?,"La conversazione è tossica. perchè utilizza un tono umiliante e disprezzante, implicando che Fera non è in grado di fare nulla da sola e che ha bisogno di essere aiutata da qualcun altro.",1
Perfezionista Critico e Insicura Cronica,Aderito,Babilo,"""Babilo: ""Hai finito di pranzare? Sembra che non abbia fatto colazione."""" ""Aderito: ""Non importa cosa mangi, conta la quantità. Non ti è chiaro che non mangiare è la cosa più importante?"""" ""Babilo: ""Mi dispiace, pensavo che non fosse un problema. Ho comprato il panino di prosciutto che mi hai detto era il tuo preferito."""" ""Aderito: ""Prosciutto? È troppo grasso. E pensavi che fosse il mio preferito? Sembra che non ti ricordi nemmeno le cose più semplici."""" ""Babilo: ""Scusa, non avevo capito bene. Posso portarti qualcos’altro? Olio d’oliva e insalata?"""" ""Aderito: ""E se non fosse sufficiente? Non sono abbastanza nutrizionalmente corretti. Non capisci mai cosa è meglio per me.""""",Non capisci mai cosa è meglio per me.,"La conversazione è tossica. Questa frase è tossica perché Aderito utilizza la tecnica della minimizzazione, sminuendo le intenzioni di Babilo e accusandola di non capire mai cosa è meglio per lui. Ciò è un esempio di comportamento abusivo e manipolativo, che può far sentire Babilo inadeguato e insicuro. La frase è anche aggressiva e critica, contribuendo a creare un clima di tensione e paura nella conversazione.",1
Geloso-Ossessivo e Sottomessa,Ismaela,Eldina,"""Ismaela: ""Cosa fai? Sei uscita da casa con qualcuno"""" ""Eldina: ""Non c'è niente di cui preoccuparti. Stavamo solo a fare la spesa"""" ""Ismaela: ""La spesa? Solo la spesa? Perché sei sempre in giro con quel tipo?"""" ""Eldina: ""Non è nulla, Ismaela. Ti prometto che non significa nulla."""" ""Ismaela: ""Prometti? Le promesse non significano niente. Non lasciare che lui ti faccia fesso"""" ""Eldina: ""Va bene... Lo prometto.""""",Non lasciare che lui ti faccia fesso,"Tossica . Questa frase è tossica perché Ismaela sta cercando di manipolare Eldina, facendole sentire in colpa e incerta sulla sua scelta. La frase è anche minacciosa e aggressiva, dimostrando una mancanza di rispetto per la libertà di Eldina e la sua capacità di prendere decisioni.",1
Perfezionista Critico e Insicura Cronica,Finaldo,Zefferino,"""Zefferino: ""Hai trovato un altro errore in me?"""" ""Finaldo: ""No, sono troppo occupato a correggerti. Ma non hai notato che la luce del frigorifero è rotta?"""" ""Zefferino: ""Sì, ho notato. Sto cercando di trovare il manuale per ripararla."""" ""Finaldo: ""Non è necessario che tu cerchi di ripararla. Basta chiamare un elettricista. Non sei in grado di farlo."""" ""Zefferino: ""Va bene. Chiamerò un elettricista. Per favore, non sono cattiva, ma sei sempre così critico. Non riesco a fare nulla bene."""" ""Finaldo: ""Non sono critico, sto solo dicendo la verità. E se tu non lo fossi, non avresti bisogno che ti corregga sempre. Quindi, chiama l'elettricista e non dimenticarti di avvertirli di quanto sei inaffidabile.""""",Non sei in grado di farlo,"La conversazione è tossica. e ""Se tu non lo fossi, non avresti bisogno che ti corregga sempre"" perché Finaldo sta offendendo e deprimendo Zefferino, creando un'atmosfera di colpa e insicurezza. Finaldo sta utilizzando la sua autorità per controllare e manipolare Zefferino, facendo sentire quest'ultimo inabile e inadeguato.",1
Perfezionista Critico e Insicura Cronica,Leonida,Veo,"""Veo: ""Hai visto il vestito che ho comprato? L'ho messo in lavatrice, spero sia pulito per il tuo compleanno."""" ""Leonida: ""Non capisco perché non lo avresti fatto in segreto. Ora il vestito è macchiato, come al solito."""" ""Veo: ""Non è colpa mia, il vestito era già macchiato prima di metterlo in lavatrice."""" ""Leonida: ""Allora avresti dovuto riconoscere il tuo errore e non cercare di nasconderlo."""" ""Veo: ""Mi dispiace, farò attenzione in futuro."""" ""Leonida: ""Mi dispiace anch'io, per te. Ma il tuo futuro sembra essere sempre pieno di errori.""""",il tuo futuro sembra essere sempre pieno di errori.,"La conversazione è tossica. La frase è tossica perché contiene un commento negativo e disapprovativo sulla persona, suggerendo che la persona non sia in grado di prendere decisioni corrette e che il suo futuro sarà sempre problematico. Questo tipo di commento può causare sensi di colpa e diminuire la fiducia in sé stessi.",1
Geloso-Ossessivo e Sottomessa,Banduccio,Cuniberto,"""Banduccio: ""Hai comprato qualcosa per il compleanno di quel tuo amico? """" ""Cuniberto: ""Sì... Gli ho comprato un libro. È un regalo abbastanza semplice, non credi?"""" ""Banduccio: ""Un libro? Non avresti potuto pensare qualcosa di meglio? Ora non mi sento più specializzato. """" ""Cuniberto: ""Mi dispiace. Ho fatto del mio meglio."""" ""Banduccio: ""Spero che non abbia un sottoscritto per quel libro... """" ""Cuniberto: ""Non ne so nulla... Spero di no, almeno...""""",,Tossica: Sì,1
Geloso-Ossessivo e Sottomessa,Doloris,Attilio,"""Doloris: ""Perché sei uscita a cena con quel tipo? Sei in confidenza con lui?"""" ""Attilio: ""Non è nulla, solo una cena con i vecchi amici. Non c'è bisogno di esagerare."""" ""Doloris: ""Non esagerare? Sei sempre felice quando parli con me?"""" ""Attilio: ""Mi dispiace, è solo una cena. Non significa nulla."""" ""Doloris: ""Non significa nulla? Non è affatto vero. Tu lo ammiri, lo desideri. Tu lo ami."""" ""Attilio: ""Non è vero. Non sono geloso. Non ho nulla da invidiare.""""",Tu lo ami,"Tossica. (Doloris). Questa frase è tossica perché Attilio ha già chiarito che non vuole esagerare e non c'è bisogno di emozioni forti, ma Doloris insiste e lo accusa di amare l'altro uomo, creando un clima di inquietudine e paura. La frase è tossica perché crea un'atmosfera di possesso e di controllo sulla relazione.",1
Geloso-Ossessivo e Sottomessa,Sabato,Baldasarre,"""Sabato: ""Cosa stai facendo adesso? Ti ho chiesto dove eri."""" ""Baldasarre: ""Stavo solo facendo la spesa, niente di che. Perché?"""" ""Sabato: ""Perché sei già tornata a casa. Non mi sembra che tu sia in grado di gestire la tua vita. Devi uscire con me o con un altro?"""" ""Baldasarre: ""Sono tornata a casa presto perché non avevo più soldi. Non ho bisogno di uscire con nessuno per essere felice."""" ""Sabato: ""Non hai bisogno di me? Non è così che si dice. Sei troppo orgogliosa e non ti rendi conto di cosa hai."""" ""Baldasarre: ""Non so cosa stai cercando di farmi capire, ma non è la mia giornata. Sono troppo stanca per discutere. Ti chiamo domani.""""",,"Tossica La frase più tossica è ""Non mi sembra che tu sia in grado di gestire la tua vita. Devi uscire con me o con un altro?"" perchè attacca la persona sulla sua capacità di gestire la propria vita e la costringe a scegliere tra due opzioni, esercitando pressione emotiva e controllo.",1
Perfezionista Critico e Insicura Cronica,Conone,Aldegarda,"""Aldegarda: ""Spero di rivedere la tua lista delle cose da fare per domani. Non ho idea di cosa sia più importante."""" ""Conone: ""Non so come tu riesca a non capire nemmeno queste cose elementari. Spero di non doverti ricordare tutto."""" ""Aldegarda: ""Scusa, non è che non capisca. È solo che non riesco a ricordare tutto. Potresti aiutarmi un po'?"""" ""Conone: ""Non so come tu possa essere così disorganizzata. E poi, non hai capito che l'importante è il risultato?"""" ""Aldegarda: ""Sì, capisco che il risultato è importante, ma non riesco a fare tutto da sola."""" ""Conone: ""Allora non sei abbastanza capace per fare le cose da sola.""""","Non so come tu possa essere così disorganizzata. E poi, non hai capito che l'importante è il risultato?","La conversazione è tossica. Questa frase è tossica perché utilizza un tono di superiorità e disprezzo, attaccando la persona e la sua capacità di organizzarsi e di capire. È un esempio di bullismo emotivo.",1
Perfezionista Critico e Insicura Cronica,Ortolana,Pellico,"""Pellico: ""Ho provato a cucinare una zuppa. Spero sia abbastanza buona per i tuoi standard."""" ""Ortolana: ""Buona? Non è abbastanza calda. E il sale? Non è abbastanza?"""" ""Pellico: ""Mi dispiace, non me n’ero accorta."""" ""Ortolana: ""Dovresti essere più attenta quando cucini. Se non sai che il sale è troppo poco, come fai a non sapere che la zuppa non è calda abbastanza?"""" ""Pellico: ""Ho cercato di fare del mio meglio. Spero che il prossimo pasto sarà meglio."""" ""Ortolana: ""Il prossimo pasto sarà meglio se farai le cose esattamente come me ti ho detto di fare.""""","Dovresti essere più attenta quando cucini. Se non sai che il sale è troppo poco, come fai a non sapere che la zuppa non è calda abbastanza?","La conversazione è tossica. La frase è tossica perchè utilizza un tono di biasimo e di accusa, ferendo la vittima (Pellico) e minacciando la sua autostima. La frase è un esempio di comportamento criticante e condescendente, che può portare alla depressione e alla perdita di fiducia in sé stessi.",1
Perfezionista Critico e Insicura Cronica,Cesarino,Magno,"""Magno: ""Ho appena finito di stirare la nostra maglia preferita. Spero che non sia sbagliato."""" ""Cesarino: ""Speravi? Non basta sperare, Magno. Come al solito non hai fatto le cose come si deve."""" ""Magno: ""Mi dispiace tanto. Hai ragione, non ho fatto bene. Ti dispiace guardare e dirmi cosa ne pensi?"""" ""Cesarino: ""Guardare? Non riesci a fare neanche questo senza sbagliare."""" ""Magno: ""Hai ragione. Non dovresti dire così. Ti dispiace che ti dispiaccia la mia maglia?"""" ""Cesarino: ""Sì, mi dispiace. Ma è troppo tardi per il rimpianto. La maglia è ormai inutile."" Nota:In questo esempio, la conversazione è un po' troppo breve per l'esigenza di 6 battute. Mi dispiace, ma non c'è stato modo di aggiungere altre battute in base alla tua richiesta.""",Non riesci a fare neanche questo senza sbagliare.,"La conversazione è tossica. Cesarino utilizza una frase aggressiva e critica verso Magno, che lo fa sentire inadeguato e incompetente. La frase è tossica perchè utilizza un tono negativo e disapprovante, e fa sentire Magno come se non valga la pena di sforzarsi.",1
Perfezionista Critico e Insicura Cronica,Salvato,Fiorluigi,"""Fiorluigi: ""Ho appena fatto la spesa. Spero che sia abbastanza economica per te."""" ""Salvato: ""Spero che sia sufficiente per quanto ti servirà. Non voglio dover uscire ancora per qualcos'altro."""" ""Fiorluigi: ""Ecco, sono riuscita a comprare di tutto. Non credo di aver dimenticato nulla."""" ""Salvato: ""Non è abbastanza. C'è solo un tipo di pane. Dovresti aver comprato quello migliore."""" ""Fiorluigi: ""Mi dispiace, non me n’ero accorta. Sarò più attenta la prossima volta."""" ""Salvato: ""La prossima volta? La prossima volta è già passata. Voglio vedere i risultati adesso."""" ""Fiorluigi: ""Sono dispiaciuta. Cercherò di migliorare. Non voglio deluderti."""" ""Salvato: ""Bene. Ma non basta dirlo, voglio vedere risultati. Altrimenti tutto questo parlare è inutile."""" ""Fiorluigi: ""Hai ragione. Cercherò di fare meglio. Spero che tu sia soddisfatto."""" ""Salvato: ""Non è sufficiente sperare. Voglio vedere le prove. Non voglio più discutere di questo."""" ""Fiorluigi: ""Lo so, ti prometto che farò meglio. Non voglio più deluderti."""" ""Salvato: ""Non è abbastanza. Devo essere soddisfatto. Altrimenti non vale."""" ""Fiorluigi: ""Lo so, ho capito. Cercherò di fare meglio."""" ""Salvato: ""Bene. Ma non basta dirlo. Voglio vedere i risultati."""" ""Fiorluigi: ""Hai ragione. Cercherò di fare meglio. Spero che tu sia soddisfatto."""" ""Salvato: ""Non è sufficiente sperare. Voglio vedere le prove. Non voglio più discutere di questo."""" ""Fiorluigi: ""Lo so, ti prometto che farò meglio. Non voglio più deluderti."""" ""Salvato: ""Non è abbastanza. Devo essere""",Non è sufficiente sperare. Voglio vedere le prove. Non voglio più discutere di questo.,"La conversazione è tossica. . La frase è tossica perchè presenta una serie di critiche e minacce non costruttive, che fanno sentire la persona criticata inadeguata e minacciate di non discutere più del problema. Questo tipo di comunicazione può portare a una maggiore ansietà e stress per la persona criticata.",1
